,tweet
1714,"عزيزي الرجل 
مافيش فتاة بتحبك لوجه الله، كلهن يفكرن بالزواج، ماتوا النساء الطيبات النساء اللواتي يحببنك دون غاية ولا هدف هههه سوى محبتك..لا أدري من أقنع الناس أن الحب والزواج شئيًا واحدًا. 
الزواج يقتل الحب يا جماعة الحب حالة روحية، حرة ونشطة وغير قابلة للتأطير ."
1715,دوناروما اهو بيحرجم انه يروح بيراميدز بعد ما سمع ان جمهور الاهلي طلع فلوس امبارح هههه
1716,"#أكشن_مع_وليد 
سامي الحريري الاتحاد ماهو مضغوط متصدر وفارق عن الكل ب 10 نقاط هههه 
انت المظغوط هدف الاتحاد صحيح 100%100  لاترقع  وذا طلع كلامك صح 
ابششر بشري لك شماغ اصفر واسود 
يادنوعه 🤣"
1717,تسلل هههه
1718,هههه #لاعبي_الزمالك_استردوا_كرامتكم
1719,"#ماذا_يحدث_بالدوري_السعودي العبود يتوقف مبارتين و واكثر منها سوء يتوقفون مباراه هههه
حدث العاقل بما يعقل 
والله كرهنا الدوري و الكورة لكن بمشيئة  الله تعالى تقعون في شر اعمالكم و نوايكم الفساده"
1720,"يقول الفودة:

إذا لمست الكورة باليد لازم يطلع اليد...هههه

يقول سمير عثمان:

اليد اليمنى متكبر واليسرى لا....والكل شاهد اللقطة واليد مكبر مثل الموية..."
1721,"عسل على قلبي 
هزيمة رصيف جدة بأخطاء تحكيمية
مسوي نفسه طالع منها
٨ مباريات يدفدفك التحكيم والفار.يبونك تاخذ الدوري ولكن الهلامة هلامه
امام ضمك والحزم والباطن والنصر والاهلي والفتح والاتفاق والتعاون
وإلا كان وضعك تنافس على الهبوط للسنة الرابعة
وعد تفرح ماعندك أحد هههه #اكشن_مع_وليد"
1722,"الاتحاد اكثر من ٤ مباريات تلمس الكوره ايدي لاعبيه في منطقة الجزاء ويفلت من البلنتي وهذا سبب تصدره للدوري والان جاي يلوم الحكم على ضربة جزاء واضحة وتندرج تحت فقرة قانون التحيكم (الإهمال ) من المدافع بدون صياح ازعجتونا اجل هاتوا الهلالي هههه😂
#الهلال_الاتحاد 
#اكشن_مع_وليد"
1723,هذه مافيهاش كرت الحكم التعبان وكورة جوتا كرت اصفر هههه
1724,تحرك الحكم في البلنتي صحيح ميه ميه ورشيق ولو عملها حكامك ايام تحكيمهم كان جاهم شد عضلي هههه #اكشن_مع_وليد
1725,"الكورة مع صلاح

الدراجي : حذاري يا أليصون هههه
#ليفربول_انتر"
1726,تشوف جمهور بايرن يسب المدرب وتفتح بتشوف وش مسوي الخصم فيهم! تلقاهم متقدمين اربعة صفر بعشرين دقيقة هههه
1727,"بيراميدز 3 🦅
الإسماعيلي 4 🦅
الزمالك 5 🦅
ماتسمعونا حسكم هههه ايه😊"
1728,"بيراميدز 3 🦅
الإسماعيلي 4 🦅
الزمالك 5 🦅
ماتسمعونا حسكم هههه ايه😊"
1729,بعد ثلاثية الأهلي في إكرامي أسعار التلاجات هاتولع هههه
1730,"#بيراميدز #الاهلي_بيراميدز 
موسيمانى ده دماغه سم ساب الكوره ل بيراميدز و اشتغل على أخطاء المدافعين هههه
بالثلاثه ياحبيبى بالثلاثة"
1731,يا ريت جمهور الزمالك tيظه تكون بردت و يبطل كل شوية يقول الاهلي خايف يلاعب بيراميدز هههه
1732,هههه الهلال م يفوزه الا غش الحكم ولا نتذكر اش سوا فيه الاهلي المصري😂😂😂😂😂😂💔 #الهلال_الاتحاد
1733,الحكم ضايلو شوي ويعطيني انا كمان انذار ! هههه مش طبيعي شايفاه بيوزع انذارات من مال امه ؟!😂😂
1734,ابو جبل الكوره خبط فى ودخلت جون هههه
1735,كامارا مايستحي يبي يسجل دز بس مو عشان جبتوا هدف بتجيبون الثاني يحليلكم هههه
1736,ياهلاليين من يوم نافس النصر الاتحاد على الدوري انتم تقولون يارب الدوري للاتحاد الحين تبغون الاتحاد ينهزم ليه الزعل هههه
1737,رومارينهو يبغى يدخل الخوره هدف دخل ياسر الشهراني بدال الكوره هههه #كلاسيكو_السعوديه
1738,الحكم شاور و استخار و سوى قرعة رسم و لا كتابة و بعدين قرر البلنتي يوم الاهلي 3 ثواني و قال مو بلنتي هههه  #الهلال_الاتحاد
1739,جمهور الاهلي بيشتم سيد عبد الحفيظ ليه هههه
1740,"#الهلال_الاتحاد 
ها ها ها ..هههه
الكرة انصدت من ركبة اللاعب .. حسب لهم بلنتي!
🤣🤣🤣🤣"
1741,هههه الحكم
1742,"#الهلال_الاتحاد
ههههه ياإتي
اي نتيجه ضحكه من الطاقيه على النمور
فوز النمور تخدير لهم واعلان براءة الطواقي
ليبدا ء الطاقيه بالعب بباقي المباريات بكل برائه
التعادل طار الدوري
هزيمت النمور اعلان مبكر
ان الدوري الثالث على التوالي
هههه
سلم لي عليهم"
1743,يقولك بديرتنا القضاء نزيه نزاهه عرفتو ليش يابو القضاء المصري الي بديرته يستلم ٣٠٠ دينار وهني ٥٠٠٠ ومميزات. اكيد الحرامي والي نهبو الديره براءه    هههه تبون الحكم ولا ماتبونه. ؟؟؟؟اوضحت
1744,سؤال للعقلاء ، من المستفيد من ايقاف حمدلله ضد الهلال مع العلم ان بين الاتحاد والهلال اكثر من 10 نقاط وايضاء سيتقابل الهلال والاتحاد مرة اخرى وايضاء يقال انه مصاب، هههه قالوا علشان الهلال يأخذ الدوري ، وين راح النصر والشباب ، جاء في بالي جيسوس وخرابيطه، #اللوبي_الازرق
1745,عناد للي ببالي ان شاءالله ياخذ الهلال الدوري او يتعثرون اثنيهم ويصير من نصيب النصر ولا يذوقه الأتحاد وتطول مدة ابتعاده عن الدوري 13سنه خلكك بس هههه مستفزعين بحمدالله امام الهلال وعطاكم احلا هروب وحرمان من المباراه من حيث لا يعلم 😂😂
1746,من القمطه رحت احفظ الجدول الدوري كامل هههه
1747,ماجوير بيفوت الكوره هههه مش بيطلعها أوت 😂😂😂😭😭😭
1748,"#هجوم_العمالقة 
تصدقون اني اتحمس لثريد اللي بسويه بعد الحلقة اكثر من الحلقة نفسها هههه👀"
1749,ماجواير هيجيب جون النهارده بس ف نفسه هههه
1750,دفاع سوسيداد كوميدي خصوصا على الاطراف تخيل تلعب اداما ديمبيلي هههه ستكون حفلة عليهم
1751,باريس مع هدا المدرب اقسم بالله فريق متهالك هههه عنده عناصر لكن بدون كريقة لعب ولا اي حاجة
1752,"⛷
ه😭⛷
هه😭⛷
ههه😭⛷
هههه😭⛷
ههههه😭
هههههه😭
ههههههه😭
هههههههه😭
ههههههههه😭             🪂
هههههههههه😭
ههههههههههه😭
هههههههههههه😭
ههههههههههههه😭
هههههههههههههه😭
👇🏿 
ضحكة اهلاوي هابط 🐸😭

#الاهلي"
1753,إحدى أهداف السنه اللي حطيتها اني أتدرب على النَفَس الطويل بالترتيل والكلام والغناء وما تذكرت إنه هدف إلا تو يوم حاولت أقول جمله كامله وعجزت هههه الله يرحم حالي
1754,مبروك علينا الهزيمه                             الطائي جاااااي                                       وبعده الطواقي ههههه    وبعده الهبوط   هههه. وبعده رجال الاهلي النائمون واذا كان في رجال رجال وبلاش نتكلم على اوسخ اداره مبروك علينا الهزيمه والمهزله الحاصل
1755,المصيبة هاسي رح يبدل هيثم عسيري بين الشوطين... هههه #الاهلي_الاتفاق
1756,اقسم بالله من اول جوله الى هذه المباراه الاهلي مع براديتش يلعب ناقص لاعب ما ادري وش دوره هههه #الأهلي_الاتفاق
1757,النصر انهزم بسبب سوء ادارته وامعاته الإعلاميين و هههه هههه ههه انا نسراوي دخل اللاعب ابواب النادي مشحون حتى تسبب في مشاكل مع اللاعب حمدالله وغيره وساعدته الادارة بالتفرغ للاعلام والبكائيات و المظلوميات  وسوء التصرف في كل شىء #الهلال_النصر
